,id,headline,Lab_4c_x,Lab_4c_y,Lab_4c_z,lab_4c,label
230,178d4cbe8efe4deaca509a76c1468effa1160413c3a375320bf51331e1f0e2ee,Israel reined in by ICJ rulings on Gaza,BC,WC,WC,WC,2
231,c638daa39f319d1e00e8d5415b5b9b24231d8a7cedfaa8ea1285c47ee8cdf1fe,Why are so many Palestinian women being killed in Israel’s war on Gaza?,WC,BC,WC,WC,2
232,5bde2fa41223d466e6fe400a4ee77e02cd76c180fa9da1b3177167b312e0ca0c,Israel and Hezbollah exchange strikes in a major escalation,WC,WC,WC,WC,2
233,1417bf767d77acb0ddfe27382eff90a3cb440760bc5d5fc9d5d7e5d82c6a2ade,"Israel, Hezbollah on 'brink' of all-out war, officials warn",WC,WC,WC,WC,2
234,fffa4b5b0f8e90df1f5bcb8e77bd69ef9bda190e5c1422e29b7111bb3f2e3c6e,"Has Israel committed war crimes in Rafah, Gaza’s southernmost city?",WC,WC,None,WC,2
235,7170cf48701da6959e54fb258ad15534a593d1ada942bd2a4c755e91f9d3f498,"Israel bombs Rafah, prepares for ground invasion after ceasefire talks with Hamas fall apart",WC,WC,WC,WC,2
236,b1edbbff4c1842f02c8d2de690b613312c470401976a214895d3c79f1b1597d2,"Caitlin Clark, Angel Reese being used in 'race war,' former NFL star says",None,None,None,None,1
237,5ebb4b6460982b4c6a09a11411181f6c20de114a16bd4bfeeede84ee59d4193d,ICC prosecutor seeks arrest warrants for Netanyahu and Hamas leaders,BC,BC,BC,BC,0
238,d13d111470b62c6d9dc352851015060d4a977b6358f08d44d8a03f147dc7ce5c,"Israel’s war on Gaza: List of key events, day 116",WC,WC,WC,WC,2
239,84e686d07c813b595763174371b5a3ad0f33f97d5d5dcbd9ac8c14e658faf446,Support for Hamas grows among Palestinians in West Bank,WC,BC,WC,WC,2
240,b8a3b9dcc5748dcd34bd23758e96421f9951f66c60f2d645ea28b890c729cfb4,European leaders urge restraint amid expected Iran response towards Israel,WC,BC,BC,BC,0
241,e80698e229bf34973bc5fe24f693c6072bd5d291c4789e0d0d6d0a3080fd585d,Israel-Hamas war: Biden en route to Middle East as tensions flare,BC,BC,BC,BC,0
242,a834d2f58a2473abb92d76c47d705fe798d6c03ae58b62c2dbb7f18d3f00f1a9,"Global war on terror rages as ISIS, al Qaeda expand 23 years after 9/11",None,BC,None,None,1
243,39ce3495f50eb5a4e698abb4c1c45db04d0ae480001ccecde7228d968a1c956a,US college presidents testify on campus antisemitism,None,BC,BC,BC,0
244,ad24c18395f46c30c93819d4549d13a6ac49222fbc1e5c3f4f05ef5eb0d128f5,Deadly drone attack hits training ground at Syrian base housing US troops,None,BC,None,None,1
245,323c1a5315a71540777f90a4866c5adaf607019ef329ed3bba5c5b5067cae338,"US, UK urge Hamas to accept Israel’s Gaza truce proposal",BC,BC,BC,BC,0
246,7141d4961bf6554655bfb459d97847d405c2aa6ee3daa604eb873a10ef82f1b1,Gaza's Christians fear for survival amid Israel-Hamas war,WC,BC,WC,WC,2
247,0565010041c963156e9663111f178704f214d1c006acb508832be125e33453e2,Hamas hostages drugged before release to Israel to look happy: report,WC,BC,WC,WC,2
248,c284326f67917b21f2eb6767c738caf28a054edf80685eb42d4555e180f05df9,USS Gerald R. Ford aircraft carrier heads home after standing guard near Israel following Oct. 7 attack,None,BC,BC,BC,0
249,eedd30c9ecf4904ff3223ea67856270ac417dae4154262ec1f904f93fe36ea16,Has Israel broken international law with its attacks on Lebanon?,BC,WC,WC,WC,2
250,c421b511125847bfa4d0010032ccf387c6a88e577d5383adbb689cfb06acb767,Heightened alert for ‘lone wolf’ terror attacks in US as Israel battles Hamas militants abroad,BC,BC,BC,BC,0
251,0ef6a5ac543173304102cba087cb26fc566f14494d2bdc4ffd205741755636fb,Palestinian arrested over Israeli boy's killing which sparked settler rampage,WC,BC,BC,BC,0
252,da7b1d89fc64389e89b07ebd7b70b83c708c5c9c8c03ea60c37f4eb4fa469413,Thai hostages: Relief for woman who feared boyfriend died in Hamas attack,WC,WC,WC,WC,2
253,12aa26b53451a6c6dcf5773fb62f7ddeab17fbc19a141f2294e1896635272c3a,"China attacks on Philippine boats are to provoke US, prep for Taiwan war, experts warn",None,None,None,None,1
254,54bc1eccd5ae1a7d2479f33bc9cb32176d50b19518762fd1fa829333a37d0b43,Israel is forcing more Palestinians to tear down their own homes,WC,WC,WC,WC,2
255,5682a8f7deeef35e31a99a66781e477f2d9a528f49157897f1052a2ccf9beee5,‘Don’t do it’: Somali president warns Ethiopia over Somaliland port deal,None,None,None,None,1
256,ad204bb1546df82593a0909b78821e281b6f10db2798f6e656d1430bcf0a6353,"Newshour, Gaza: Hostage deal is close",WC,BC,WC,WC,2
257,1a804851cf02aad0922ae7b65772d3a06985e7e383329acd15acf39067675a3f,"SEE IT: The most dramatic photos from Wednesday's pro-Hamas Washington, D.C. protests",BC,BC,BC,BC,0
258,a07b290357af9f126934d7e0eef286fe93980f8211d63a2de1415f9d011fa559,CNN host clashes with 'Squad' Democrat over Hamas' use of sexual violence: 'You turned it back to Israel',BC,BC,BC,BC,0
259,3d69a2379d6ce829e1a8da347f34981162e256dee60a3ee483ee1e3909361a5c,‘OCTOBER 7’ play tells traumatic story of terror attack on Israel through verbatim accounts of survivors,WC,WC,BC,WC,2
260,e4a5ae8b1c0cfd6a772d0b6cfefabb9edf5315b31797d5a8c322df85c1a144b6,Israeli drone kills at least six Palestinians in occupied West Bank,WC,WC,WC,WC,2
261,ccaee469a5d2ad004394bde843b9ba8e201ad2558ee8c652798091735b65b079,Israeli soldiers besiege Jenin on fourth day of West Bank assault,WC,WC,WC,WC,2
262,4f3a8568006c763c93ddc991e9cf5b76d79caa1a282cd7541e789eca58ce5b5a,Israel says war on Gaza likely to last another seven months,WC,WC,WC,WC,2
263,a24e331d84878c7a168061bc957109f4eb2bb9b618463e45c419cc3b66f3f4fd,"Israel-Hamas war would 'probably already been over' if Trump were president, Sen. Tom Cotton says",BC,BC,BC,BC,0
264,0ca74e889373d931036a61b0455b4509cabd7d32912c7e8a98ee3a3654f1fbf0,Israeli war cabinet minister Benny Gantz quits Netanyahu's emergency government,None,BC,None,None,1
265,c6f47dd7cecb4fa18ff43a6f791a49accc4e803ef1ae9d013c5bad93761d7835,Houthi Red Sea attacks: Group claims to have hit US container ship,None,BC,None,None,1
266,1cf291544478214aa99d08723301090e1c8d112747f0a460337c1c585be739fe,"Bangladesh urges universities to close after 6 die in protests, bombs and weapons found",None,None,None,None,1
267,25fe5beee7b159d469d79334412d2c134ac4f5a79fb8e94c1eeaea4c6b75bd75,"Aid convoy deaths show need for Gaza ceasefire, says Biden",BC,WC,BC,BC,0
268,3bd99f93edd1227fb8266aa37e6145e3dddc56306e3189591b951fb5c6f7b458,Israel-Gaza war: Relief and guilt after Gazans find safety in Egypt,BC,WC,BC,BC,0
269,eb249a7784b4fbf37a0b9e21c914ac7cfe90017f53672a09ea2a8a800134a98b,Israel-Gaza war: World Food Programme stops deliveries to northern Gaza,WC,BC,WC,WC,2
270,f13e60f0c6cd99ff4c66d918c37049f397944c8740b756ded8746e89544aed6e,New Mexico governor's State of the State speech disrupted by protesters,None,BC,BC,BC,0
271,f4b3b1424044651b51b3ff288453e757cdd33885d4f91bd5d06683f3efd7fdae,"Drone attack on Israel’s Tel Aviv leaves one dead, at least 10 injured",WC,WC,WC,WC,2
272,b9250d4ec22d3fa87ba3d8db657957766d1201822dfca02df1ced27b87bd7f6c,‘Unbelievable fear’: Hundreds flee Gaza’s Rafah amid Israeli attacks,WC,WC,WC,WC,2
273,d6f05af7e72548474ac1a48081970b7f1b511a3f62e3b475affe43451ac09058,Israel’s opposition leader calls on Netanyahu to resign over Hamas attack,WC,WC,WC,WC,2
274,5e389cda81d2e7990c4658c274d957a3f77bc7699041eba6dda9df8ca6226339,Sonic booms – the psychological warfare Israel uses to sow fear in Lebanon,WC,WC,None,WC,2
275,9a2b95720b557c29af54b19061baff9f31770f578e3d4086d0a667c012c4f4d8,"Hamas leaders admit no interest in governing Gaza, want permanent war with Israel: report",WC,WC,WC,WC,2
276,b746860f66bba896b2adcc12eaa7784deb1c9256d762eeca161fac8dab3ebd50,"Global News Podcast, Hezbollah ""ready if Israel invades Lebanon",WC,BC,WC,WC,2
277,1a0cdfe88e29520c73324c38a50385062ea04b921a8a6cdf72dab76e24f967f3,Has the war on Gaza hurt Israel’s economy?,BC,BC,None,BC,0
278,8767188ac1a7a42b9ad4562ccc082bb8c132eb3eb313012b3ebfd6ac3b4fbe3c,Gaza music students use talent to inspire children displaced by war,BC,BC,BC,BC,0
279,9fcd95a4a7f7b144bf050dd9297ac984b841e668d738b2fd5f1214dd93c1317a,JESSE WATTERS: This will be an all-out war by Biden's alliance against the American people,None,BC,None,None,1
280,421829285b9355d5c7097861c75abbc25e72fa1b3b2da7870f93dd58206f6b04,US vetoes UN resolution calling for immediate Gaza ceasefire,BC,BC,BC,BC,0
281,9fc5d181da314486ca146ba491ac33a625392657644334a2ce891f054764e47a,Netanyahu’s plan for permanent Israeli control of two Gaza corridors,WC,WC,WC,WC,2
282,a3556b9f3a4bfdbe0440526c94662a3429c532d773d5a071c06c67bdbe7b0b26,EU condemns Israel’s Rafah evacuation orders,WC,WC,BC,WC,2
283,38e235dae1b630d98cfeb71b829f08000d668a9a42f5decf09af01a608c8032e,Mass arrests made as US campus protests over Gaza spread,BC,BC,BC,BC,0
284,a090acac33907e54ef9d55e8be66745fe2ff3faeecb273f62e827f6f9728a0cc,Israel orders Khan Younis evacuation in southern Gaza,WC,None,WC,WC,2
285,2d0fe56a72172cebf7e04a55eaac10ee657add2264b878bc3519dd9ad11a9e2c,Massacre by Iran's terror proxy Hezbollah could lead to full-blown war in Mideast,None,WC,None,None,1
286,c5d9a79c25b468521494ff953b81feb1d0b13cc8d0fc6b57267128f1bebed7a3,Israel embassy pulls ‘inappropriate’ video imagining Hamas attack on Seoul,BC,WC,BC,BC,0
287,12eab8729604f95568a3ff8add6c8c106c4639f71bb81140bf3e976d70af9caa,"‘We’re alive’, then dead silence: A Gaza family trapped in Israel’s war",WC,BC,WC,WC,2
288,32b266326f32daa12c2b7922e8b215e6679319eb52bfbbbc74910eaee432fe84,At least 28 killed in Israeli attack on school sheltering displaced in Gaza,WC,WC,WC,WC,2
289,0fb2b87adee2ec157e958cbf83242109198e064cfa4abfcd0cf9ceb9fa06481b,Crisis on college campuses: What university presidents can learn from the Founding Fathers,None,BC,None,None,1
290,0958e0b331f7a342bf795fd6116c0d848d1d61c3b2a77ba83c35c1a39cccb38b,Joe Biden warns of 'ferocious surge' of antisemitism in US,BC,BC,BC,BC,0
291,7671c0f916a8feb801a02fa01818637e745913b7c789f4b67c384a0934689631,US imposes sanctions on 3 Israeli West Bank settlers for violence against Palestinians,BC,BC,WC,BC,0
292,a54275b5532d8ba494680a24753b898fdf65e2ceea0d9073955b79a8b48210b9,Former US Diplomat: Washington losing standing after Gaza War,BC,BC,BC,BC,0
0,57b9fc60b46053407ca2799f0042548193cf9c69c14cf467d783d1d8514034f8,Israel kills Hezbollah leader Hassan Nasrallah,WC,WC,WC,WC,2
1,2690e16d70e15d6f4b5150bd8b273bc88a5228f52d2335f269b0c9be53165113,"Generation gap: What student protests say about US politics, Israel support",BC,BC,BC,BC,0
2,4d652ed49d06c47e12e2b59bfb3cc9be9806333d9b99e14a2b1d697d28a6c756,Biden attends dignified transfer of fallen troops killed in Jordan drone attack,None,None,None,None,1
3,76e0d934b6a0642c6d3a0314c7e748127c71759c382c57bca94b2417b235411e,ISIS claims responsibility for suicide bomb attacks on Soleimani memorial in Iran,None,None,WC,None,1
4,b366025ca4b2e89212a08b4c291a7ecdac4883239bfc978ba295417453fd5525,Was this the week Israel and Hezbollah drew closer to war?,WC,WC,BC,WC,2
5,e474b8aa124d84cc1c33a6832cfd93caa529bf92cce7125adab1dbb86afbe489,West Bank: Eight Palestinians killed during Israeli raid,WC,WC,WC,WC,2
6,0e9b4c4bf6bbcdd22d8a95d8aad608b38137ef241f0d9aa4ad11f65451975f41,Palestinian man killed in Israeli settler raids in occupied West Bank,WC,WC,WC,WC,2
7,90d4b82c3756ef33f501c1b730b7927540efcd21ef238e6e466fcea5512da43f,Hezbollah behind a deadly drone attack in northern Israel,WC,WC,WC,WC,2
8,2f78e063b841bf128eecabf3c85e62d1e39638b13a86309c7cea167806f8a971,"Newshour, Hamas and Israel 'close to temporary ceasefire",WC,WC,BC,WC,2
9,80e67fde83026abb93bf6ca9170094af74e36708e2f76be289f53b71e1249608,Two pilots killed in small World War II-era plane crash during Father's Day event in California,None,None,None,None,1
10,81de8dc4b139a721acf37ebf2b0020f27b88699dd34ec50dcdc83af3ef1c37fb,Jewish man dies after dispute at duelling Israel-Palestinian protests,WC,BC,BC,BC,0
11,9650058e1945d39b014b97bff58c6c8b58303ef31c3b3d02c2356660791bab2d,Gaza journalists’ families reject Israeli military's ‘terrorist’ claims,WC,WC,BC,WC,2
12,58e4a34e797b99dd242b2908627e63ec29b05e5a2d62b41ed4dbdd31a3341487,Israel-Gaza war: 'My children cling to me as dogs raid Rafah graves near our shelter',WC,BC,WC,WC,2
13,f9f7f2ed6508743dd56207cbfb0517e718e40743476a629bec7e9ed642987aac,Dozens killed in Lebanon as Israel steps up attacks,WC,WC,WC,WC,2
14,28dae828e54bbad5d74333bbb1a3f61dd808e86e918cad0ace96e61e4e6f0bf9,Israeli forces bomb tent at central Gaza hospital,WC,WC,WC,WC,2
15,22d5d067f22e6334b8e7b0ad61b187673263af6de485d4bddea126f1c5b59e9d,Israel announces additional troop deployment in Rafah amid warning from Biden administration,WC,WC,WC,WC,2
16,d693ebec665f22b0d720a1692996c0841875dc0d69835cf3095f09dd094ea805,What’s the cost of the war on Gaza for Palestine and Israel?,BC,BC,BC,BC,0
17,6ff98b46b9b0828996330d04dbf7278639f6d2e70c1fdccc46acf412fbd1d88b,Yemen's Houthi rebels continue to launch attacks despite month of US-led airstrikes,None,None,WC,None,1
18,5b146c042da27cd1e07bb9b0e9f22dd93f1f6d7e97dd3c7ce7837e0461a03fae,"Columbia University braces for antisemitic protests, locking down campus as students return",BC,BC,BC,BC,0
19,fa033db8414951081aa57e4cceab1c22599958a070feb5720e5ac8e81dab718b,‘Shocking and brutal massacre’: World reacts to Israel’s al-Mawasi attack,WC,WC,WC,WC,2
20,3f592ba0636c906a11ebadc61cd5357e29fd545b3c2b84698606825bb0e30830,Israel ‘pulls out troops’ from southern Gaza as attacks enter seventh month,WC,WC,WC,WC,2
21,1e1e56a1bf2eb4c9ecca754bf850bae086a1387b6606c4898f8bd44ca80db9e9,Biden says 'order must prevail' after UCLA Gaza protest camp cleared,BC,BC,WC,BC,0
22,ef267ce2065d7ec2024b133af5dbd5ee97e84aa2017e01be30a0ca9239b4b1c0,Black faith leaders say Biden is bleeding Black votes over Israel-Hamas war: 'Administration has lost its way’,BC,BC,BC,BC,0
23,ff357d0aa755bfce9dbcb2c54d2b0ff3e2a8a0479646fd4a1178a34ec6668e92,Kamala Harris has enough support to become presidential candidate,None,None,None,None,1
24,2b9908eb10fede0f97a76de99bd3f2992679175435afd20d7cd7979bfe9323e7,Lebanon in shock after coordinated attacks,None,None,WC,None,1
25,f838960cc191e60a24091f352158b763a91b620f55a900f4c2710d846983a34d,What was in wave of Iranian attacks and how were they thwarted?,None,None,WC,None,1
26,78cf24149cdd118daf91c2be7f0b320d8a2bb15562823b8f5ca97e743a0f91d2,Islamic State claims responsibility in German festival attack as second suspect arrested,None,None,WC,None,1
27,e09f58ce7b7001e2a7401c12219abe7294f902cb006cad186b56a0e5a260ca5e,"Israeli settlers attack a West Bank village, killing 1 Palestinian and wounding 25",WC,WC,WC,WC,2
28,c1b78f3c765f3ccbeda6a5818289d58f9919d32460accdaab8a1123410bea8b8,New anti-Israel encampment forms at Columbia University as school initiates ‘dialogue’ with student leaders,BC,BC,BC,BC,0
29,87662887435a993a4df0ed91e7a16fbee2686885fc38c1bf88a1b97d7d16e65c,Nikki Haley: A ‘pause’ in Israel-Hamas fighting will not save hostages,BC,BC,BC,BC,0
30,e84a84a5daaae1b7bf946c6ca544f4095047604999f00047c5ea13fb38a9d839,Israel targets occupied West bank killing at least nine Palestinians,WC,WC,WC,WC,2
31,0b2c561d220606eeb4d81bb533787b256321e299e3d5c8f4743f4663fe8cb9aa,Israel-Gaza war: Hamas hostage's family not expecting release,WC,WC,WC,WC,2
32,99ad10898293926e9ef02c6ad4579573dda0e210c3b6cb6648e97d10b5677d15,Israeli settler violence brings destruction and fear to West Bank as war rages,WC,WC,WC,WC,2
33,44d1ce124ed7ebe34e25f9a548dc79a5bd2d7deff3e150961d789d84cd815ea8,Israel seeks to rewrite the laws of war,BC,BC,WC,BC,0
34,98a1da6ba036b8a5a5e1f054a6084d1cdf3a436d6be9ac91578d5e594e1bb56f,"Huge risk' of Christmas attacks, warns EU",None,None,BC,None,1
35,62b956ddb6dd85e9fa0e8c3347230db8097aa758494fac43266866cef119de1a,What is Hamas? An overview of the militant Islamic group that attacked Israel,BC,BC,None,BC,0
36,6a7a10f91cb5c233b1beef1457daac7726beedcb4971f1551283bf088b50464b,"Trump or Harris? Israelis discuss presidential choice as war with Hamas, other terror groups continues",BC,BC,BC,BC,0
37,0c0cf03c1f91855e52b50cbd1437bd2292c66c47a9737da084e30b5e0f23e2a6,Watch: How Hamas' shock attack on Israel unfolded,WC,WC,WC,WC,2
38,04e5c93908324749a9c9f7bb0f9448f03e42a2fafe18b0877243611efe2dd261,"Photos: Israeli bombing on Gaza home kills journalist, family",WC,WC,WC,WC,2
39,49822102bc6dc7239657a4b4a60568d7761a409bb98751ab47f14cddde37b84c,Argentine police and protesters clash in Buenos Aires,None,None,None,None,1
40,a7a177a2deb7972464a7640eacd336955a8d06adfd2833b268337a312b8150ee,Journalist loses foot after being badly wounded in Israeli attack in Gaza,WC,WC,BC,WC,2
41,767badc8f7412714ab2e2dfe6759b4f3966a189611d321c051d0562a03165bf6,Israel closes Gaza crossing to aid convoys after rocket attack,WC,WC,WC,WC,2
42,d78ee9b5beed3f558933d8bce93a4edd4bf5aee536af234d8340c65230dcad02,Iranian hackers ramp up digital attacks on US political campaigns,None,None,None,None,1
43,0124a6ff3435d0c488ed7a6c109a31a244cbbc65e0286847359cd07480097872,Israel and Hezbollah attack in ‘major escalation’,WC,WC,WC,WC,2
44,180a089e98f9ffe32612eec979f500c1a7050480e655fb400bdae4dae6478f64,Man arrested near DC synagogue following alleged assault ‘while shouting an anti-Semitic phrase’,BC,None,None,None,1
45,e6187bed448cbaa2ab76f204427845bffde13acaf98485a688db4db193b7221d,Palestinian president says US should prevent attack on Rafah,WC,BC,BC,BC,0
46,95dd4f73738abf2a4a657f45202965e15a2b3192f35557a9ad0a77ddbb41aa69,Catastrophic' situation at Nasser hospital as Israeli troops carry out raid,WC,WC,WC,WC,2
47,a8ccec54c338b503c81ed2d271533dbb25c6c67bfa27764cd4f19d014e91616d,Canadian peace advocate Vivian Silver confirmed killed in Hamas attack,WC,BC,WC,WC,2
48,d8415924382928307efc704ae0cbc765fc459bad8b70d8d7c7212a90477df26b,Graham: Biden threat to pull military aid for Israel 'rewarding the tactics of Hamas to put civilians at risk',BC,BC,BC,BC,0
49,ab30f3c257572a3e51a3f84500e2f3c582985827d107c5b110e079d1b31691b9,Israeli protesters attack aid trucks destined for Gaza,WC,WC,WC,WC,2
50,e24aa8e29e0efc2733f32efc4f6fe0f9ea6fdc8186ebd869f69d93a12e44de9d,At least eight Palestinians killed as Israeli attacks on Gaza intensify,WC,WC,WC,WC,2
51,cf3e44f2e59a087546a002076af842051f46d0998c015d4c6130fff42a135271,"Israel’s war on Gaza: List of key events, day 95",WC,WC,WC,WC,2
52,a6552cac15fa59bfccbe94b1c6b81346d7ca744f3521b0921ece69c33e7156a0,"Intense fighting in Rafah near end, says Netanyahu",WC,WC,WC,WC,2
53,fc0286edea6318acedeb4961979ea8f6074d4854f0e8191289da62eaac1ff533,US warns Israel against reoccupying Gaza after war,BC,WC,BC,BC,0
54,7ae611ae8fa9a7d91b7a71dbf1fdf3358bf8c5a647f457105b60c5a24f2deb15,When can protesting over the Gaza war be illegal in the UK?,BC,BC,BC,BC,0
55,1b39f150dd863a3ab48c3d1736bb23ebb687826bbd03caeb1f41a0df1db4b34f,India election: Modi expected to win third term,None,None,None,None,1
56,b2351f38708cb5dd235de5f3f44cc44c3b2efa4ea4753d15da2b85d20fc3fa2b,Israeli lawmaker blames pogroms against Palestinians for ‘terrible’ attacks,WC,WC,BC,WC,2
57,5fab98ea4ab8249ed380a0503fdeb589dfc9b4f5bf226a430c37f687aa5052df,Thousands mourn Hamas leader Haniyeh in Iran amid calls for revenge,BC,BC,BC,BC,0
58,3790b5986b9abb3ef0503f0c74426fd12c75790cefbc40e0c30ab161d519f336,Can US pressure deliver Israel-Hamas truce in Gaza?,BC,BC,BC,BC,0
59,0f46325ae32778839994b46ccdccff57b3c9f2f53119fbb221b51433b5c1d875,One hundred days of the war in Gaza and Israel,None,WC,WC,WC,2
60,721f1bf2c3320f0424d591084784653f27553ea49ec7d0d101713ff90dd8df44,"World leaders at Gaza aid conference urge Israel, Hamas to back ceasefire",BC,BC,BC,BC,0
61,6a6ddd1a52d3e87354d7f0e51e64220d0d69b0001b627a86b744fb492cc4e9dd,Kirby clashes with Al Jazeera reporter over Biden's Middle East actions: 'Let me stop you right there',BC,None,BC,BC,0
62,9f1ec90a153f4806b88cb8c22a682a464297ead95cb330816fcac73b7b500a4b,US vice president calls for immediate Gaza ceasefire,BC,BC,WC,BC,0
63,768422596a0eabb983f20edec5705fc133f2e25f4a1a2b9de53d98ad6725414c,"Israel bombs homes in central Gaza, killing several families",WC,WC,WC,WC,2
64,7412c0ffe308a1b7fb0ecfca8da38a586a4b0bb830001f48da90e00fcd3002eb,Massacre' of Rohingya Muslims in Myanmar,None,None,None,None,1
65,46ca4bdf373ee968d61b1a7a212d5240e97609de45a1c34125390ef7908a8f7d,Protesters outside ICJ hearing demand Israel is held accountable,BC,BC,BC,BC,0
66,a27e738b79cf07c49660a7aa63e9e162f522f585d760a01fb643baa9942ecd6f,Gaza girl inspires with cooking videos despite Israel’s siege,BC,BC,BC,BC,0
67,bdece717b35929dc1b8e3acb9a1643726076710f2b5e8de719c43befa67cc7ab,Qatar ‘re-evaluating’ role as mediator in Israel-Gaza truce talks,BC,BC,BC,BC,0
68,6b289713cf7e67ffe2bea264a42e315997d32937cb8dc3dc68dd94debe04a13d,UNC braces as anti-Israel group dubbed 'voice for Hamas' condones 'armed rebellion': 'By any means necessary',BC,BC,BC,BC,0
69,719f10060f595622f84aff7b79f5511cdaba9daf44f9d30bcdf8747065df5019,Awkward choices for Labour over Gaza vote,BC,BC,None,BC,0
70,90ec087b16a6267d5b670d5693de4d02c17945b08746ba1ef8e19c1c634ae44c,UN agencies demand humanitarian cease-fire in Gaza as Israel-Hamas war rages: ‘Enough is enough’,BC,BC,BC,BC,0
71,fd0256124d00cb80e8e50e8983c07babe86ab1637dda5b9ec72506821ca26cbc,"Time running out, British hostages' families warn",None,None,None,None,1
72,eb70553301f5e99a74681dfbd1194cce6e2cd5dda061b866922026fc0291e39b,"Famine in Sudan ""almost inevitable"" warns aid agency",None,None,None,None,1
73,d68b4abe04dfb3a3ac237833c77513b151637d04af69bf579c978f6292dc0674,"Newshour, Gaza hospital scene ""tough and horrible",WC,None,WC,WC,2
74,a28be1485208493d2867a1c46a42fd3924526e5c2b27923241d2637046aa16bc,Columbia faculty ‘furious’ over student arrests at Gaza protests,BC,BC,BC,BC,0
75,c7385e263e2307b286127bb791286ffeb7ee82534487ed2eddf2a3e0d35eaf4e,IDF confirms death of Hamas leader involved in Oct 7 attack,WC,WC,WC,WC,2
76,a5320bf390858d02b37788c180639d9565188a94d1eed253ce319494bf99495d,Arrests and injuries in Israeli antigovernment protests,None,None,BC,None,1
77,729b282975e5135543dc65da9b35c6d10217693b8fbf2bc6fa3b7eb51fc47823,Israeli war cabinet meets to discuss response to Iranian attack,None,WC,WC,WC,2
78,21e1561fdd14073f71ec0ed99d3acf4dbd940ff0231091b6c06d093ccb8f3ddb,"IDF unintentionally killed Turkish American citizen during riot, Israel confirms",WC,WC,WC,WC,2
79,a58d645a7b0a5418f94ec5d85edda847f05f842711df6daa657c20243106a970,How a Chinese attack on Taiwan could lead to a direct war between the US and Beijing,None,None,None,None,1
80,e943ca964363d945a072f2ba1d9a0015a64b18962cfaaadee58de82494abb174,Israel's president Isaac Herzog faces Gaza protest at Dutch Holocaust museum,BC,BC,BC,BC,0
81,9e515187cb735b3938b28e43a3ad2436f27ebc39277ff2f58459bb73d9b915fd,‘It’s not human’: What a French doctor saw in Gaza as Israel invaded Rafah,WC,WC,BC,WC,2
82,3aac710d5ce1fd54c4c2ebbae6b12736c4518f8db7b870afefa892d95e4103d5,Vice President Kamala Harris' absence at Netanyahu speech not without precedent,BC,BC,BC,BC,0
83,6a76b95e45467215389c555a665167674b741092c6e720adeb9191c1fc9b4fcb,"Two Tanzanians and one South African among Hamas hostages, says Israel",WC,WC,WC,WC,2
84,22fb8aa9d2c0404adbb1a885b8b719df382638a79c5fe4e5f9b87e27fb2f936a,Photos: Israelis rally demanding Gaza ceasefire deal to free captives,WC,BC,BC,BC,0
85,cc088bd9ad91761018ef10aa0e8df655eb5f5ef990b80f7d1d0912dcd8a8be30,‘I want him back’: Families of Israeli hostages demand government save them,WC,BC,BC,BC,0
86,81876f2ecbb3f264d20a4ca4cf50acfaa34664a8c736996de238646d3e9503d9,Why is the ICC seeking arrest warrants for Israeli and Hamas leaders?,WC,BC,BC,BC,0
87,ba011e901c923e53c97378e5679c38c7b33e45b07f8bd52817570a98fede4f03,Talks on new pause in Gaza war gain urgency as Hamas chief visits Cairo,BC,WC,BC,BC,0
88,00ad4fcfadfaed0af0f75b465659e7c537bbdc9cf3b11af3cac5060f0825318f,2 children dead after Iran bombs Pakistani sites it claims were militant outposts,None,None,WC,None,1
89,e761a2448185833b48e27292faaf854ff08cc1af10ce5077951f9e74e4588451,Israeli military bombs buildings in Gaza minutes after truce ends,WC,WC,WC,WC,2
90,14ae8a2d9bc5ff4418da483a9ad7461c9f8676209a553595b58a5a285483ea86,Dramatic video shows moment Israeli hostages are recovered in daring rescue,WC,WC,BC,WC,2
91,97464dcf4bc924fbaedc5fc848a00566c4ae9971c1de65fef59db3768505cd97,Newspaper headlines: 'Whooping cough warning' and Friday 'truancy up',None,None,None,None,1
92,7359048834c571072363edf8d1842c533f2f4438a4ee8db9b70dd368fde028ee,I’m a Jew whose Israel family is under attack. What will Netanyahu do to protect them and all Israelis?,WC,WC,BC,WC,2
93,b1528033890484d6061219ecba910d194dae0f7ab44a345ed8fed0307c31bc82,Israel army launches air attacks on Gaza,WC,WC,WC,WC,2
94,6fd255c52fc452b83270bdcce191b7c8f140779702efd2f89fe582ae9f8e3398,Israel stops to mark Memorial Day,WC,None,WC,WC,2
95,b85ee3cd78535c2a81ed0080abdce5c1f4d2c5e783b9347f362899ee95d2740e,At least 25 people killed in Israeli attacks on Gaza City school,WC,WC,WC,WC,2
96,fed525ba8f21aa4a0b697ba690900f2451c0351dd3f4e88b2e178ba3d733c554,Israel slams German government’s vow to arrest Prime Minister Netanyahu over ICC warrant,WC,BC,BC,BC,0
97,7b4b439f9a84ca4c3408ad9265ff440bef55cba9cdd19fac1be5750cdb8c5ea7,Israel’s war on Gaza brings controversy to Eurovision 2024,BC,BC,BC,BC,0
98,381b05de6b9696bcc12044d6c9920ce802497d361ac70ff3278177545c72a010,"Is­rael’s war on Gaza: List of key events, day 167",WC,WC,WC,WC,2
