,id,headline,Lab_1_x,Lab_1_y,Lab_1_z,lab_1,label
262,ad204bb1546df82593a0909b78821e281b6f10db2798f6e656d1430bcf0a6353,"Newshour, Gaza: Hostage deal is close",O,S,O,O,0
263,1a804851cf02aad0922ae7b65772d3a06985e7e383329acd15acf39067675a3f,"SEE IT: The most dramatic photos from Wednesday's pro-Hamas Washington, D.C. protests",S,S,O,S,1
264,a07b290357af9f126934d7e0eef286fe93980f8211d63a2de1415f9d011fa559,CNN host clashes with 'Squad' Democrat over Hamas' use of sexual violence: 'You turned it back to Israel',S,S,O,S,1
265,3d69a2379d6ce829e1a8da347f34981162e256dee60a3ee483ee1e3909361a5c,‘OCTOBER 7’ play tells traumatic story of terror attack on Israel through verbatim accounts of survivors,S,O,O,O,0
266,e4a5ae8b1c0cfd6a772d0b6cfefabb9edf5315b31797d5a8c322df85c1a144b6,Israeli drone kills at least six Palestinians in occupied West Bank,O,O,O,O,0
267,ccaee469a5d2ad004394bde843b9ba8e201ad2558ee8c652798091735b65b079,Israeli soldiers besiege Jenin on fourth day of West Bank assault,O,O,O,O,0
268,4f3a8568006c763c93ddc991e9cf5b76d79caa1a282cd7541e789eca58ce5b5a,Israel says war on Gaza likely to last another seven months,O,O,O,O,0
269,a24e331d84878c7a168061bc957109f4eb2bb9b618463e45c419cc3b66f3f4fd,"Israel-Hamas war would 'probably already been over' if Trump were president, Sen. Tom Cotton says",S,O,O,O,0
270,0ca74e889373d931036a61b0455b4509cabd7d32912c7e8a98ee3a3654f1fbf0,Israeli war cabinet minister Benny Gantz quits Netanyahu's emergency government,O,O,O,O,0
271,c6f47dd7cecb4fa18ff43a6f791a49accc4e803ef1ae9d013c5bad93761d7835,Houthi Red Sea attacks: Group claims to have hit US container ship,O,O,O,O,0
272,1cf291544478214aa99d08723301090e1c8d112747f0a460337c1c585be739fe,"Bangladesh urges universities to close after 6 die in protests, bombs and weapons found",O,O,O,O,0
273,25fe5beee7b159d469d79334412d2c134ac4f5a79fb8e94c1eeaea4c6b75bd75,"Aid convoy deaths show need for Gaza ceasefire, says Biden",O,O,O,O,0
274,3bd99f93edd1227fb8266aa37e6145e3dddc56306e3189591b951fb5c6f7b458,Israel-Gaza war: Relief and guilt after Gazans find safety in Egypt,S,O,O,O,0
275,eb249a7784b4fbf37a0b9e21c914ac7cfe90017f53672a09ea2a8a800134a98b,Israel-Gaza war: World Food Programme stops deliveries to northern Gaza,O,O,O,O,0
276,f13e60f0c6cd99ff4c66d918c37049f397944c8740b756ded8746e89544aed6e,New Mexico governor's State of the State speech disrupted by protesters,O,O,O,O,0
277,f4b3b1424044651b51b3ff288453e757cdd33885d4f91bd5d06683f3efd7fdae,"Drone attack on Israel’s Tel Aviv leaves one dead, at least 10 injured",O,O,O,O,0
278,b9250d4ec22d3fa87ba3d8db657957766d1201822dfca02df1ced27b87bd7f6c,‘Unbelievable fear’: Hundreds flee Gaza’s Rafah amid Israeli attacks,S,S,S,S,1
279,d6f05af7e72548474ac1a48081970b7f1b511a3f62e3b475affe43451ac09058,Israel’s opposition leader calls on Netanyahu to resign over Hamas attack,O,O,O,O,0
280,10bfe44d775dcf722237ceeff43addd1ac399ed9ab30ca1f2e95a05abe4cd6c5,Netanyahu to meet Trump as Israeli leader looks to rekindle relationship,O,O,O,O,0
281,5e389cda81d2e7990c4658c274d957a3f77bc7699041eba6dda9df8ca6226339,Sonic booms – the psychological warfare Israel uses to sow fear in Lebanon,S,S,S,S,1
282,9a2b95720b557c29af54b19061baff9f31770f578e3d4086d0a667c012c4f4d8,"Hamas leaders admit no interest in governing Gaza, want permanent war with Israel: report",S,O,O,O,0
283,b746860f66bba896b2adcc12eaa7784deb1c9256d762eeca161fac8dab3ebd50,"Global News Podcast, Hezbollah ""ready if Israel invades Lebanon",O,O,O,O,0
284,1a0cdfe88e29520c73324c38a50385062ea04b921a8a6cdf72dab76e24f967f3,Has the war on Gaza hurt Israel’s economy?,O,O,O,O,0
285,8767188ac1a7a42b9ad4562ccc082bb8c132eb3eb313012b3ebfd6ac3b4fbe3c,Gaza music students use talent to inspire children displaced by war,O,O,O,O,0
286,9fcd95a4a7f7b144bf050dd9297ac984b841e668d738b2fd5f1214dd93c1317a,JESSE WATTERS: This will be an all-out war by Biden's alliance against the American people,S,S,S,S,1
287,421829285b9355d5c7097861c75abbc25e72fa1b3b2da7870f93dd58206f6b04,US vetoes UN resolution calling for immediate Gaza ceasefire,O,O,O,O,0
288,9fc5d181da314486ca146ba491ac33a625392657644334a2ce891f054764e47a,Netanyahu’s plan for permanent Israeli control of two Gaza corridors,O,S,O,O,0
289,a3556b9f3a4bfdbe0440526c94662a3429c532d773d5a071c06c67bdbe7b0b26,EU condemns Israel’s Rafah evacuation orders,O,O,O,O,0
290,38e235dae1b630d98cfeb71b829f08000d668a9a42f5decf09af01a608c8032e,Mass arrests made as US campus protests over Gaza spread,S,O,O,O,0
291,a090acac33907e54ef9d55e8be66745fe2ff3faeecb273f62e827f6f9728a0cc,Israel orders Khan Younis evacuation in southern Gaza,O,O,O,O,0
292,2d0fe56a72172cebf7e04a55eaac10ee657add2264b878bc3519dd9ad11a9e2c,Massacre by Iran's terror proxy Hezbollah could lead to full-blown war in Mideast,S,O,O,O,0
293,c5d9a79c25b468521494ff953b81feb1d0b13cc8d0fc6b57267128f1bebed7a3,Israel embassy pulls ‘inappropriate’ video imagining Hamas attack on Seoul,S,O,O,O,0
294,12eab8729604f95568a3ff8add6c8c106c4639f71bb81140bf3e976d70af9caa,"‘We’re alive’, then dead silence: A Gaza family trapped in Israel’s war",S,S,O,S,1
295,32b266326f32daa12c2b7922e8b215e6679319eb52bfbbbc74910eaee432fe84,At least 28 killed in Israeli attack on school sheltering displaced in Gaza,O,O,O,O,0
296,0fb2b87adee2ec157e958cbf83242109198e064cfa4abfcd0cf9ceb9fa06481b,Crisis on college campuses: What university presidents can learn from the Founding Fathers,S,O,O,O,0
297,0958e0b331f7a342bf795fd6116c0d848d1d61c3b2a77ba83c35c1a39cccb38b,Joe Biden warns of 'ferocious surge' of antisemitism in US,S,S,O,S,1
298,7671c0f916a8feb801a02fa01818637e745913b7c789f4b67c384a0934689631,US imposes sanctions on 3 Israeli West Bank settlers for violence against Palestinians,O,O,O,O,0
299,a54275b5532d8ba494680a24753b898fdf65e2ceea0d9073955b79a8b48210b9,Former US Diplomat: Washington losing standing after Gaza War,O,O,O,O,0
0,68a5dc6fcb6d6f6441da8fc21ce17cc6f476f188ce20a0e72269c0dc0f5c0f9c,Police use tear gas on anti-war protesters at Florida university,O,S,S,S,1
1,db1a96ddbfa6c1c8c564f0538f0c4f15b29fb5a6a7bf82b2b6d862fa5e074615,Israel says CCTV shows hostages at Gaza hospital,O,O,O,O,0
2,352734b2ae7dad3082a9bd37e77ceebd5168227ccde6d8a5790f604a59442a55,Israeli attack kills Palestinian border crossing chief: Gaza officials,O,O,O,O,0
3,f6a8fa84e625d2ce3d70246ffc4a13453fb932a6220448ad705149ef9ea8429e,"New York watchdog accuses Burkina Faso of war crimes through drone strikes, citing civilian casualties",O,O,O,O,0
4,bee5563ee951e58277fdb246daf00a0009e94471b2434444a6769de9366391a7,Israel-Gaza briefings: No let-up for Gazans while world focused on Iran attack,O,O,O,O,0
5,2d5bac5da170a9117e092fe2481b47af9dae4aee27860fa2d3cff7cd3dd2e3cf,"Israel’s war on Gaza: List of key events, day 67",O,O,O,O,0
6,1f796bff25ee51139c09090ae87dc61ca461d878ecbca41f983c7226b9dee5a8,Palestinian killed in attacks by Israeli settlers in occupied West Bank,O,O,S,O,0
7,612e08e1e895a609f7c1f08d7605a0f1dcfbc3699f9f32e19ea3f97a189e69ec,World Health Organization silent over Hamas’ use of Gaza hospital as terror HQ,O,O,O,O,0
8,b4ca5b284cb62c6493d4105c01813a06fe9b4fa4f2dfc702739e41cbe4001ac5,Justice Alito warns college students that ‘support for freedom of speech is declining’,O,O,O,O,0
9,38bfb946a2991971f2e510891755521b430bae200faa27e62fccd3002c860c12,President Joe Biden makes his farewell address to the Democratic National Convention,O,S,O,O,0
10,172e3ea67717e7895dfcce5e28588d59069ad194f3e883aaa63ea05a257829ed,"Hezbollah’s plans, Israel’s threats – is either side ready for war?",S,O,O,O,0
11,33dfca70a9c4f8cd36da75c5ab470907a4511476bc58992f2ab38e4fcc96f588,Elon Musk sees $56bn Tesla pay deal cancelled in Delaware court,O,O,O,O,0
12,4373e5cbdb5312f2e9020c2502600a445bc25a3db3bd4f29dc137ce9bf70bae8,GOP rep calls on Biden to help evacuate Americans stranded in Israel after Hamas attack: ‘Immediate priority’,S,O,S,S,1
13,51e72ec771ea7e09e99147e3fbcf2fa3fdb18c48e26aa52e40c2fdbcefe17f32,Israeli military says captive rescued from Gaza tunnel,O,O,O,O,0
14,b306ec814430222b1a93a6a0bf934773a46be3d78f764e3375fc6a138532a6d8,Palestinian rivals Hamas and Fatah sign unity deal aimed at Gaza governance,O,O,O,O,0
15,6208dd7d95269285cfdd64ed17b9653909d7d7ce24a53bd5d484426102f30ff7,"Cory Booker, staff safe after sheltering in place in Jerusalem when Hamas attacked Israel: spokesperson",O,O,O,O,0
16,9e95e986190c58957de5135b07cf536ec858d810ddc18194307a415efbdab16b,UN report: Israeli strikes ‘systematically’ violating laws of war,S,O,O,O,0
17,1e96357eaaded7705ec5c822baaf67e33f681e130340c292f0356066edac9b91,Israel’s war on the West Bank,S,S,O,S,1
18,bf869e0fff1ae4facb570f5a03483293f595ac37195a22c65a47d30bf0901ee6,WATCH LIVE: Pentagon holds briefing after President Biden calls for ‘pause’ in Israel’s war with Hamas,S,S,O,S,1
19,fd47e6bcf8d0a06d79f60cf7b66e87cde16ce8d38a34b5c53b9f5eae8f9c1b1c,American wounded in Hezbollah rocket attack on Israel,O,O,O,O,0
20,935d6e1fbaf738a681f5b1295dfb8fff40369ad54d8ba63d646b70d172a80fb6,Gaza: Reports of shooting at Al-Shifa hospital,O,S,O,O,0
21,a013e7ef2e76410c440594f90d23cd35777f4573ef369ac5e596ee0cf65a5a96,Israel takes control of Gaza hospital as UN warns of famine,O,O,S,O,0
22,de50a3bd2c01e00fb6651d2266f5720e3451f73dc99b4e2d3a9bb448abd2deb0,"Israel’s war on Gaza: List of key events, day 184",O,S,O,O,0
23,6ce3102016361e04674bb734093984ac7d2d2bfaf47d9f78c5a57f287c93e5d7,"BBC World Service - Newshour, Resumption of war in Gaza 'a mistake'",O,O,O,O,0
24,24fcd66265be2a54ef6fcea62e11b75dc2cb43bfa5e8199034497b1e87b061b1,"Israel targets Hamas training ground on outskirts of Rafah, ramps up attacks in northern Gaza",O,O,O,O,0
25,450279ca292be2db53a7d461f590281a5cb28fe350ee119142aa171c56d25302,Why did it take Israel so long to deal with Hamas's attack from Gaza?,O,O,O,O,0
26,8f1173b339b2b71f109813a13ac0951684e52aaba66949ce7fa16b6139d46c73,UN warns of possible imminent attack on city in Sudan’s North Darfur,O,O,O,O,0
27,2fec1212788d25c2fbd8f44d68946a40f77a625e8baae03f49fb293ecb5ece5d,Israel-Gaza war: Netanyahu vows to intensify campaign,O,O,O,O,0
28,9179ccc9683c9f7c697e3a85e50c5c99dd18d63c729119a1c6963fd73c647eda,Jewish pro-Israel activist says warnings in Leviticus a reminder that God is in control,O,O,O,O,0
29,3765dc17df7ce266ac890f4ce135f64a3c63fa2e66037e31ec2a241665c5437a,"Untreated diseases could kill more than bombings in Gaza, WHO warns",O,O,S,O,0
30,8ad0772f1feb273cfa835b41da4ac4c2bf8116e352bad2a426d97072c01081bc,Israel warns war in Gaza will continue for months,O,O,O,O,0
31,d77e423430abf39f1a4e33d5998c1ef3d6399a51286a3d2d5ad3a3b1d02f51b5,"Israel attacks southern Lebanon, Hezbollah launches rockets at Israel",O,O,O,O,0
32,caf9825783d353ebcd1b0dd8d7d350cb25891d4bd87f0b4fdce3e74b5495bb56,Palestinian child in shock after surviving Israeli attack in Gaza,O,O,O,O,0
33,3a6b2ba53b606a5d3f524dbcba96cd7e67f0ba5a4a70a5db9a1de2b74b87e401,Israel says it struck Yemen’s Hodeidah in response to Houthi attacks,O,O,O,O,0
34,47dc1640107246c7c015af6d2c48e5c2266a48d68c36feccfe2999d722604a00,Boy who planned synagogue attack ordered to write book report,O,O,O,O,0
35,4b4b73db26c5a602a88bc382d40ebc786b548519e2be70902c0f47eeadc7b203,Nine UNRWA staff ‘may have been involved’ in October 7 attack on Israel: UN,O,O,O,O,0
36,8b178e70392e12e1281a46427c92b4537728d64863d8d7e26c0a5697fc806330,Khan Younis: UN says 12 killed at Gaza shelter as fighting rages,O,O,O,O,0
37,265370832ef331a27530d1cfce9f4ab57cb4bceee668152f5d0dbb17fd884b85,"Jerry Seinfeld travels to Israel to show support for hostages, families still missing loved ones",O,O,O,O,0
38,493fc0c8f210bc64671e5253d266880a03ab9375b34563388b7de96f0748be9f,Parents and siblings of UK woman killed in Gaza attack,O,O,O,O,0
39,49a6a841ebda1fa3329448b2f4f68bf4ee8c445e505d81e7e474c0bb1f2b48e6,"Israel’s war on Gaza: List of key events, day 189",O,O,O,O,0
40,120051def3827c608c1feaa9404e6615ec5a4d90654723181633612948d85b91,"‘I’m not going anywhere,’ Biden tells Michigan voters amid Gaza protests",O,S,O,O,0
41,146a4c2b7b17f9d3ff5a92d6e126b07541c6b5ed1fe62e3f69be4a5f8832cf29,Israel-Gaza: London couple traumatised after fleeing West Bank,O,O,O,O,0
42,d0f0ed2288f0da153c4033d70f7591aeb111e922f5f12a6e316b3da3b0c4af4c,Newspaper headlines: Tax cuts talk continues and hope of Israeli hostage deal,O,O,O,O,0
43,a6f13276b336028f467538b3e83e50e509ae216d58051c5091553edbdb4b18cb,Minouche Shafik resigns as Columbia president after Gaza war protests,O,O,O,O,0
44,2cb1d9992e07a8af2fc045fbeb4d68b8c587d4d4715e05b01ac23565713d362f,‘Historic’: NAACP urges Biden to end arms transfers to Israel amid Gaza war,S,O,O,O,0
45,fcbf204ff827ebf0b5fa9b10dc388ff543fcf104961ed39b61f1306a2c803bf7,"War in Gaza, Israel and three assassinations",O,O,O,O,0
46,50dd57d2aeb942a1a2bc0b380fb58bbf721d38853fc13b47f8173f75acb9251e,Biden outlines new Israeli proposal to end Gaza war,O,O,O,O,0
47,c47690ddd362fa9308fe252a8310ec9291d7253293151f49783a7637b6cd83ad,"Israeli hostage families cling to hope, and demand a deal",O,O,O,O,0
48,d1f1a10d1ed4d5200a64ad64590968fe9cd6f620e905269c253b74f375ce6f0b,Cameron warns Israeli minister Gaza aid must increase,O,O,O,O,0
49,2127174109754a87412ae1004b62514e0824c3f78daa3757b938cfa621199829,New Jersey man faces charges after allegedly attempting to aid militant Islamist group,O,O,O,O,0
50,54c37807e6ee7ddb0a601bbf4d12fc228c53e453b2d0564793c2b45af5772c47,South Korea opposition leader who was stabbed accuses president of fostering divisions,O,O,S,O,0
51,cb753a575d2acd13332faa2964eb0f69dd8b9eea132d4050784c0950259d3fae,Dems hesitate on attending Netanyahu speech to Congress as party splinters on Israel,O,O,O,O,0
52,9ba5fc121d1e969c659c8f577c7478e02cd91cf085e90687922c7f561d1a0eca,UN finds ‘convincing information’ Hamas raped Israeli hostages,S,O,S,S,1
53,c0b29512c9c26455f03f0a15b7ece7e5242df69ed53338e6cf24f32718468c75,Israeli society still supports Netanyahu and his war on Palestinians,S,S,S,S,1
54,05675b23b156538f0544fe09b27a58db603457035af6968180611a5e066f2fb8,"Trump assassination attempt in Butler, Pennsylvania, has chilling ties to George Washington, first president",S,S,S,S,1
55,4196906c4ef6b06f1348d9cb2fae64f31dd87f2069f423c9180847815a0ebd19,"‘Activist class’ are ‘really useful idiots’ on Hamas war, side with terrorists out of own vanity: Seneca Scott",S,S,S,S,1
56,78b6a5066cfc16affe8c777189d33901b55b7dfae1cde917aff68e75504b1e34,Biden says he has decided US response to Jordan attack,O,O,O,O,0
57,ff55bd3a556c8834ba062b2605e50d884b51e30dfdab8195bae96e5a4cff2643,"Israel’s war on Gaza: List of key events, day 86",O,O,O,O,0
58,e4ba26bb86868431048c1d3db4b6f880fb89c2b87123d9489103f5699eb1b5f8,UCLA silent on approving anti-jihad campus speaker event amid campus protests,S,O,O,O,0
59,56d733ed687a3553e7e2cb75d61d87aa13bfbca57ec1363422093d3ae0294903,Israeli forces kill dozens across Gaza as tanks advance deeper into Rafah,O,O,O,O,0
60,165b2255ce91aac950381d5cc5f8db3717b01e009a5fa1f3e36056d18f7ea3e3,Tewkesbury Abbey's rubble nativity scene highlights children affected by war,O,O,S,O,0
61,d8f77d588749e3cc1cfdf9835ce40221f56f5cd228c27cf4751e3eaec8695c7a,World leaders push Israel to avoid escalation following Iran attack,O,O,S,O,0
62,476db41debf589fbb9b4c5bf04be0dbb6e5cfb3fb1f379ce9845c3ca289ef0e5,Actress Selma Blair condemns anti-Israel protesters 'praising' Hamas terrorists: 'Something very wrong',S,S,O,S,1
63,c0ee7cc3a8a04d24440dc639857af69dcf24f3751b83df74f530886c3493482f,Why pregnant women are bearing the brunt of Israel’s war on Gaza,O,S,O,O,0
64,4b2237c55eec35284d83ae568a307b2b07351e5d6ac3419870c43e6a31bd3571,Israel to evacuate its residents near Gaza border,O,O,O,O,0
65,e48a9a3791dd6e538a622b8134ca50fe07567aed7dbf0ea27345d348518237e4,Former president of Honduras convicted in US of aiding drug traffickers,O,O,O,O,0
66,ac4f0ec6daaa0b09f273b09b6bdc53c0fb8577a0daa14687505028141f8f7aed,Hamas delegation leaves Gaza truce talks in Cairo without deal,O,O,O,O,0
67,23ee3ef1266460927b80b2898799cfcabbe91753e02fe9df438362acd9e653c3,"Israeli Air Force unleashing ‘extensive attack waves’ on Gaza Strip, kills 2 senior Hamas officials",S,O,S,S,1
68,c35860cb5ade9e63e551f93b999903407fc7d7bc8495cde3dc42c3fcfb1ca360,"Pro-Israel college students gather for summit, vow to 'take back' campuses from radical agitators",S,S,O,S,1
69,b39ec6df9ef9dd04245b0548b953fa2763d28e84d94db7cf70210514df760b20,Protesters denounce Israeli PM Netanyahu’s speech to US Congress,O,O,O,O,0
70,0a1274e86f29df3b304d01fccba0b58da76cb8bf8b70045ad40980b59e2df1e5,Israel supporters attack anti-war protesters at UCLA university in US,O,O,O,O,0
71,23e90eb5e9f511cfe9e72a50ed3744e6f49784af850d549b697d10985d2eaac2,"Houthis using Iranian missiles, drones to attack civilian, military targets across Middle East, DIA confirms",O,O,O,O,0
72,8070bf4eb13d717013af1067bc89e0ec99f801861eebb61eb42a9e0e10f83214,Israeli jets set off sonic booms over Beirut as Nasrallah warns of response,O,O,O,O,0
73,643c77792a28e0cf95b00560aaba9c13fb0631019de5077280b1fdc77ac9aa5e,Jewish students file lawsuit against UCLA over anti-Israel encampment on campus,O,O,S,O,0
74,25e47061eb357bdc812edaf58affeeaa6c7724fbf5afcdacd249e6a2b4a8ec44,Hezbollah fires rockets into Israel from Lebanon,O,O,O,O,0
75,97fd7a7a093a03db20c373913b0d8180d0c1e8e5a8cacc0249497487825ed63d,"ICJ finds Israel occupation of Palestinian territories illegal, must end",O,O,O,O,0
76,24cdbadd98a01f13600910619d4728640b1643d21a577057f8c53e03956bb8dc,Video shows stripped Palestinian men detained in Gaza,O,O,O,O,0
77,cb1779ae008cdc1eea9dbd1d4b334bc8c8db35ac9555c745f7f1002f73f7e29a,Israeli captives’ relatives detained during Netanyahu speech in US: Reports,O,O,O,O,0
78,9ada8b9f51c3531c238687998ebcc028e45fc9a6e0d169a86b5b567b80147915,UK says it thwarted Houthis’ drone attack in the Red Sea,O,O,O,O,0
79,3227c8f085076c4b63e856b3d71a3a9630a36cf508752696615e0674b98af593,UN halts food distribution from US-built Gaza pier due to security concerns,O,S,O,O,0
80,ca3fb7c7010ce8ffe7254187b8f3e450a218d68fc21db407865f82f1b73e646e,Pro-Palestine Protesters are Destroying Holiday Traditions in NYC,O,S,S,S,1
81,978c90e8993f2799461a2991cb356aaeafe109ab073516701ba7033ce45e4fc8,Israel Gaza: China condemns US veto of call for immediate ceasefire at UN,O,O,O,O,0
82,d955b0bf220c1494c8586cb17afeecb01a5f90557b5fa7c93b6195aa3dda4894,Biden sanctions Israeli settlers in West Bank after shooting of US teen,O,O,S,O,0
83,d4af021f95ba5970683452fcb36c6f7ac35f750218d3a69e11fa9a5244b93d14,Explosion near ship in Red Sea blamed on suspected Houthi attack,O,O,O,O,0
84,97d35b5d046f3a76beb77fe88ae41c71bf9f3474a03adcf89081f3cee3a76013,"New UN report accuses Israel, Hamas of war crimes",S,O,O,O,0
85,5234253459fb01592742cc5236638486c32abbf483dd18f607ed483df393e06b,Trump starts 2024 in ‘strongest possible position’ in Republican presidential primary race,S,O,O,O,0
86,e59d98e5afebba48f75f8de6b6a9c8e392c90197718de8603bdb01330596ab74,"Biden defends order to attack Iraq, Syria, using War Powers Resolution and authorizations from 2001 and 2002",O,O,O,O,0
87,eb80f9ab316e50a9e1acbb6f30f667afa2be8baf78aa145e499ffe28912858a0,Biden says US strikes on Houthis in Yemen have not stopped Red Sea attacks,O,O,O,O,0
88,209448ebdce1ed1ff0bbe75c5e236fab8eb4aee7cf6b5575c6b38e04f56a9b1e,Oxford councillors quit Labour over Starmer comments on Israel-Hamas war,O,O,O,O,0
89,080d033b97f8f5f26be8711079f7ab98fbc1b00d307784eb1360999882e1c77f,Ben & Jerry's board calls for Israel ceasefire,O,O,O,O,0
90,de147a9bc7205d20bb1e63090b4bfb47d3b401a1fd2b3813f2342150a33d89d7,"Global News Podcast, US says Israel hostage deal 'closer than ever",O,O,O,O,0
91,8d936f0490d12d581f652d3f917388d2e2ee4cfe3c0b475a39b6db3ec3894659,"Israel hammers Hezbollah with strikes, issues warning on where it may hit next",S,O,O,O,0
92,02b48dbd2e6e4b6092f4a70968df4a397cd50c02399edf047eebf0e2809015e6,Gaza war: Premature babies evacuated from al-Shifa hospital,O,O,O,O,0
93,c35aa9433a71964159b0d97a7862e4689d4e13bab2f5d5ac28110bb619127356,Biden concedes to pro-Palestinian protesters after multiple interruptions: 'They have a point',O,O,S,O,0
94,9e27b5656d787cbac6b8853b2d1124b8d6360c56b7ac5d616af416b4a7adce1e,Benny Gantz threatens to quit Israeli gov’t if no post-war Gaza plan,O,O,O,O,0
95,ce81bfb62106bab786b86e2f6c86119871ee0e853f165a69f8a3febd99495811,Trump and Harris argue over Israel’s Gaza war at debate,O,O,O,O,0
96,0e4a35546d61d3f8980da8b070138b8280c6fe20ef6c3a49c41c5ad489245465,Israel shares video of rescued hostages after military operation in Rafah,O,O,O,O,0
97,4d43b0106a80f999cc155e9a69d649555264f32dd17af623f994ebaf8dd09c40,Report says famine is 'imminent' in northern Gaza as Israel launches another raid on main hospital,S,S,S,S,1
98,e4bd095375995a832c44177a94c293958549a72acbeb72d4558407c76e2d4df1,Police beat pro-Palestine demonstrators in Italy,O,S,S,S,1
99,bfec7c41e7d864c4b5cc6885d1fd45228cf0eefd165263a293afceb6500dbbd7,Washington state Democrat Rep. Adam Smith says cease-fire activists vandalized home,O,O,O,O,0
100,c34c93d6a56c4c30991426aa20aaf809905045f480071bc09cc74967acbe497b,"‘Palestine from the river to the sea’ means ‘extermination’ of Israel, ex-counterterrorism official warns",O,S,S,S,1
101,b373d36ad4a896f1dd62acedd19e6d1a36d3b4b1c24621383d0de3de5c23a9e5,Germany counters antisemitism in new citizenship law requiring the recognition of Israel's right to exist,O,O,O,O,0
102,c91e6eb6b744c793bb928123613f1570f83218a70ee82c3308e94ada61d7b398,"Photos: Amid Israeli attacks, Gaza breaks fast without ‘joy of Ramadan’",S,S,O,S,1
103,66a4ef7f2aba40cf3701d1866096fe2920691fff0cfa19bc29df36961e19dbf2,"UN warns Sudan paramilitary forces are encircling a capital in western Darfur, urges against attack",O,O,O,O,0
104,e7f1d5b01b4d249e0954005276a12e7579889f46beb9e684826790b7a4ba7dbb,Israel’s Netanyahu warns Lebanon could face destruction ‘like Gaza’,S,O,S,S,1
105,1dc882da3eece1d6e66d252ab14026a299ce37d7aaf7a02822e6ea6f18ff9e44,‘Arsonist and firefighter’: Can the US restrain Israel after Iran attack?,S,O,O,O,0
106,1472694c76a4445483606ee9f61221caaec0f41ee5325049b868cfb7dab3e5c5,"Israel launches 10,000th airstrike against Hamas, as Palestinians seek shelter in crowded southern Gaza",O,O,O,O,0
107,b833f7319790e4f34188644a113a77567cc630eaf8017c64ef845d4daaf8ba3f,Pressure on Netanyahu amid row over Israel’s plan for ‘day after’ Gaza war,O,O,O,O,0
108,03088594912a1ff4c6da32cd27bdeacfaee692a45273bfc893d91879f765f2b3,Gaza artist going to Ireland ends up trapped in Rafah by Israeli bombs,O,O,S,O,0
109,eb8bf5cbd40652aa1f90618380f08a63dc0a8211477ea809a20ff0d4a4f22677,"Foreign policy guru says anti-Israel protestors have ‘a fascist mentality,’ cease-fire would mean ‘Hamas wins'",S,O,S,S,1
110,4dffc21ba999da5ee0c1b1e259c2746e42431afa5cbd86a9f3c978ea164cc3b6,Fox News ‘Antisemitism Exposed’ Newsletter: Families of American hostages launch fresh appeal for loved ones,O,O,O,O,0
111,291a43d046ec519f59aaaf33908eb86e07290423c13998ee55b2b4c6f5715b0f,Netanyahu insists on Rafah offensive as warnings mount,O,O,O,O,0
112,105c4c6ac41a89120af4a1ee56b9860acb8cf07711ada3392196b1b9b42b9f8f,Israel accused of war crimes as Gaza camp is bombed again,O,O,O,O,0
113,9850580b56535fb94892dff77b2ae178a3bc5a26088230f766555103d50a18e2,French PM warns of 'climate of fear' ahead of Sunday's election,S,O,S,S,1
114,3072e0fe9ebc15850212a05342cc8d133536ec2abc71ceeeb31a5c1697861563,Netanyahu vows to continue fighting as Israel remembers 7th October attacks,O,O,S,O,0
115,29aa925d24a09f1327872d557632910c358cfc91f0cff5b0b4611b711705f234,Anti-Israel protesters interrupt Jewish students testifying before Congress on college antisemitism,O,O,S,O,0
116,a164914a149287dca6363238be5072fdc943422fc7d57ac35738d355b051ddfa,Easter: Archbishop of Wales calls for end to war in Gaza,O,O,S,O,0
117,db9adb2ef26480ea7f7c8eab0f5d51bbf5df6405ab1de04eeb130d505d0e95c8,Veteran British left-wing disruptor George Galloway wins a special election dominated by war in Gaza,O,O,O,O,0
118,9b225476738f0c8dfee119de69a0b524ddc911113e6ca0d0784c391a1d7b4cd8,Chaos unfolds at Gaza UCLA protest,O,S,S,S,1
119,10abedef79bf8075972946db693c09ee324d7924805a6a4500d48a09445ef0f8,"What’s UN Resolution 377A, can it help in efforts to stop Israel-Gaza war?",O,O,O,O,0
120,a493606f27a7eb3bad9fc5b82af9af6e59c265935855508d367199756db3c5bb,Israel-Gaza war: Dead bodies and tanks on road south as people flee,S,O,O,O,0
121,712bf89c87d077d4f55c85feb5135157ff50cd2e1c4fd81706eb0e82f376b3be,Hamas attack on Israel kibbutz Be’eri captured by mothers’ WhatsApp group,O,O,O,O,0
122,1b5c1c39b58e3324dab38b31df1f2f68e72cbd67bfbc9507e9d647f48710740a,"Especially heinous': White House responds to NYC Labor Day protesters waving Hamas, Hezbollah flags",S,S,O,S,1
123,48a08c0479fc6bc893c78eb20b796eec45d932480ccf4ec534dc2bf7cd923bb3,Israel kills dozens in attack on Rafah refugee camp,O,S,S,S,1
124,9aed6027937591ade361b06164dcc8af6a7ba1033ba4bdc13593ad614642dc45,Israel shows Hamas bodycam attack footage to journalists,O,O,S,O,0
125,c10f4ec28497a925f85af9060f77d7134444e850b081e70ccfbd3f1055a6a857,"German terror attack suspect identified as a Syrian refugee, chancellor vows to implement strict immigration",S,O,O,O,0
126,b7fb649d66ee8befd577321698ac5982d7963aae0eaeeb75c54d190b920f5430,Washington Post deletes 'unacceptable' post scolding American hostage parents for not being critical of Israel,S,S,S,S,1
